"pole_start","races","win_rate","podium_rate","points_rate","avg_points"
"Not Pole Starter",23985,2.69751928288513,11.1569731081926,30.5524286012094,1.80793871169505
"Pole Starter",1136,42.3415492957746,63.4683098591549,72.887323943662,8.60179577464785
